s,w,prezzo,metri.quadrati,numero.bagni,ascensore,numero.stanze,altre.caratteristiche,numero.totale.piani.edificio,parcheggio,disponibile,spese.condominiali,anno.di. Costruzione,condizioni,zona,piano,riscaldamento.centralizzato,classe.di.efficienza.energetica
0,1,219000,48,1,no,2,fibra ottica | videocitofono | porta di sicurezza | esposizione interna | sistema televisivo centralizzato |arredato| cantina | giardino condiviso |infissi esterni in doppio vetro / pvc,4,1 in parcheggio condiviso,disponibile,110,1970,eccellente / restaurato,villa san giovanni,1,centralizzato,f
0,1,264000,95,2,sì,3,cancello elettrico | fibra ottica | porta di sicurezza | terrazza | sistema televisivo centralizzato | parzialmente arredato| cantina | giardino condiviso | infissi in vetro/ metallo | doppia esposizione,8,1 in garage/box,NA,160,1980,buone condizioni /vivibile,cantalupa - san paolo,6,centralizzato,g
0,1,695000,149,2,sì,4,porta di sicurezza | terrazza |portinaio tutto il giorno | sistema televisivo centralizzato | cantina | giardino condiviso |infissi esterni in doppio vetro / legno | doppia esposizione,6,1 in garage/box,disponibile,362,1970,buone condizioni /vivibile,udine,5,centralizzato,f
0,1,1350000,160,2,sì,4,idromassaggio| cancello elettrico | porta di sicurezza | guardaroba | terrazza |portinaio tutto il giorno | parzialmente arredato| cantina |infissi esterni in doppio vetro / pvc | doppia esposizione,8,1 in garage/box,disponibile,400,NA,eccellente / restaurato,dezza,2,centralizzato,NA
0,1,107000,30,1,no,1,NA,2,no,NA,50,1950,da restaurare,ortica,1,centralizzato,g
0,1,400000,65,1,sì,2,cancello elettrico | fibra ottica | videocitofono | porta di sicurezza | guardaroba | sistema televisivo centralizzato |arredato|infissi esterni in doppio vetro / pvc | doppia esposizione,4,no,disponibile dal 15/06/2024,111,1900,eccellente / restaurato,isola,piano terra,indipendente,g
0,1,760000,100,2,sì,3,porta di sicurezza | terrazza |portinaio tutto il giorno | sistema televisivo centralizzato | cantina | infissi in vetro/ legno | doppia esposizione,6,no,disponibile,200,1900,eccellente / restaurato,sempione,1,centralizzato,e
0,1,349000,50,1,sì,2,cancello elettrico | caminetto | fibra ottica | porta di sicurezza | terrazza |portinaio tutto il giorno | sistema televisivo centralizzato |arredato| giardino condiviso |infissi esterni in doppio vetro / metallo | doppia esposizione,4,no,disponibile,85,1800,eccellente / restaurato,corso san gottardo,1,indipendente,e
0,1,459000,67,1,sì,3,fibra ottica | porta di sicurezza | esposizione interna | terrazza |portinaio tutto il giorno | sistema televisivo centralizzato | parzialmente arredato| giardino condiviso |infissi esterni in doppio vetro / metallo,8,no,disponibile,175,1970,buone condizioni /vivibile,lodi - brenta,4,centralizzato,f
0,1,1350000,165,3,sì,5+,cancello elettrico | fibra ottica | videocitofono | porta di sicurezza | terrazza | terrazza |portinaio mezza giornata | sistema televisivo centralizzato | cantina | giardino condiviso |infissi esterni in doppio vetro / pvc | doppia esposizione,4,1 in garage/box,disponibile,450,1970,buone condizioni /vivibile,montenero,2,centralizzato,e
0,1,1900000,700,3+,no,5+,idromassaggio| cancello elettrico | caminetto | taverna | fibra ottica | videocitofono | sistema d'allarme | porta di sicurezza | guardaroba | terrazza | terrazza | impianto televisivo unico | cantina |giardino privato | infissi in vetro/ metallo | doppia esposizione,1 piano,"2 in garage/box, 1 in parcheggio condiviso",disponibile,200,1972,buone condizioni /vivibile,gallaratese,piano terra,indipendente,f
0,1,230000,49,1,sì,2,cancello elettrico | fibra ottica | porta di sicurezza | esposizione interna | cantina |infissi esterni in doppio vetro / pvc,4,no,disponibile,80,1960,eccellente / restaurato,certosa,4,centralizzato,NA
0,1,1980000,255,3,sì,4,cancello elettrico | caminetto | fibra ottica | videocitofono | sistema d'allarme | porta di sicurezza | esposizione esterna | terrazza | terrazza |portinaio tutto il giorno | sistema televisivo centralizzato | cantina |infissi esterni in doppio vetro / legno,5,no,NA,1665,1968,eccellente / restaurato,arco della pace,4,centralizzato,NA
0,1,198000,50,1,no,2,cancello elettrico | fibra ottica | videocitofono | porta di sicurezza | guardaroba | sistema televisivo centralizzato |arredato| cantina | giardino condiviso |infissi esterni in doppio vetro / metallo | doppia esposizione,4,no,disponibile,NA,1960,buone condizioni /vivibile,turro,1,indipendente,g
0,1,340000,48,1,no,2,cancello elettrico | fibra ottica | videocitofono | porta di sicurezza | guardaroba |portinaio mezza giornata | sistema televisivo centralizzato |arredato| cantina | giardino condiviso |infissi esterni in doppio vetro / pvc | doppia esposizione,6,no,disponibile,100,1900,eccellente / restaurato,cadore,2,indipendente,f
0,1,360000,41,1,sì,2,cancello elettrico | fibra ottica | videocitofono | porta di sicurezza | esposizione esterna | terrazza |portinaio mezza giornata | sistema televisivo centralizzato | only cucinaarredato| cantina |infissi esterni in doppio vetro / pvc,5,no,disponibile,160,1930,eccellente / restaurato,indipendenza,2,indipendente,NA
0,1,415000,50,1,no,2,fibra ottica | videocitofono | porta di sicurezza | esposizione interna | terrazza |portinaio tutto il giorno | sistema televisivo centralizzato | cantina |infissi esterni in doppio vetro / pvc,4,no,disponibile,100,1900,eccellente / restaurato,turati,1,indipendente,g
0,1,315000,115,1,sì,3,fibra ottica | porta di sicurezza | terrazza | sistema televisivo centralizzato | parzialmente arredato| cantina | giardino condiviso |infissi esterni in doppio vetro / pvc | doppia esposizione,5,no,disponibile,NA,1960,eccellente / restaurato,chiesa rossa,1,centralizzato,NA
0,1,795000,150,2,sì,4,cancello elettrico | fibra ottica | porta di sicurezza | terrazza |portinaio tutto il giorno | sistema televisivo centralizzato | cantina | giardino condiviso | doppia esposizione,7,1 in garage/box,disponibile,500,1976,da restaurare,bande nere,6,centralizzato,g
0,1,458000,64,1,sì,2,cancello elettrico | fibra ottica | videocitofono | porta di sicurezza |portinaio tutto il giorno | sistema televisivo centralizzato |arredato| giardino condiviso |infissi esterni in doppio vetro / metallo | doppia esposizione,4,no,disponibile,150,1975,eccellente / restaurato,amendola - buonarroti,piano terra,centralizzato,e
0,1,490500,112,2,sì,3,cancello elettrico | fibra ottica | videocitofono | sistema d'allarme | porta di sicurezza | esposizione interna | sistema televisivo centralizzato | cantina |giardino privato | infissi in vetro/ pvc,7,1 in garage/box,disponibile,NA,2025,nuovo / in costruzione,quartiere forlanini,piano terra,indipendente,a
0,1,759000,139,3,sì,4,cancello elettrico | videocitofono | porta di sicurezza | terrazza | sistema televisivo centralizzato | infissi in vetro/ pvc,6,no,NA,NA,2024,nuovo / in costruzione,bisceglie,1,centralizzato,a
0,1,619000,77,1,sì,3,videocitofono | porta di sicurezza | window frames in triple glass / metallo | doppia esposizione,2,no,disponibile,80,2024,nuovo / in costruzione,sempione,2,indipendente,a
0,1,177000,35,1,sì,1,porta di sicurezza | esposizione interna | sistema televisivo centralizzato |arredato|infissi esterni in doppio vetro / pvc,5,no,disponibile,150,1960,eccellente / restaurato,gambara,seminterrato,centralizzato,d
0,1,435000,43,1,sì,2,fibra ottica | porta di sicurezza | esposizione esterna |portinaio tutto il giorno | sistema televisivo centralizzato | giardino condiviso |infissi esterni in doppio vetro / pvc,10,no,disponibile,150,1970,eccellente / restaurato,repubblica,soppalco,centralizzato,f
0,1,370000,50,1,sì,2,cancello elettrico | videocitofono | porta di sicurezza | terrazza |infissi esterni in doppio vetro / metallo | doppia esposizione,3,no,disponibile,NA,2023,nuovo / in costruzione,dergano,3,indipendente,a
0,1,450000,70,1,sì,2,porta di sicurezza | sistema televisivo centralizzato | giardino condiviso | infissi in vetro/ legno | doppia esposizione,3,no,disponibile,125,1900,buone condizioni /vivibile,corso san gottardo,2,indipendente,g
0,1,305000,43,1,no,2,videocitofono |portinaio tutto il giorno |arredato| giardino condiviso,3,no,disponibile,nessun costo condominiale,1990,eccellente / restaurato,san siro,piano terra,centralizzato,b
0,1,837000,105,2,sì,3,porta di sicurezza | terrazza | cantina,5,no,disponibile,nessun costo condominiale,NA,nuovo / in costruzione,isola,1,centralizzato,g
0,1,345000,100,1,sì,3,cancello elettrico | fibra ottica | sistema d'allarme | porta di sicurezza | esposizione esterna | guardaroba | terrazza | sistema televisivo centralizzato |infissi esterni in doppio vetro / metallo,6,no,disponibile,115,1960,buone condizioni /vivibile,certosa,2,indipendente,d
0,1,99000,35,1,sì,1,fibra ottica | sistema d'allarme | porta di sicurezza | esposizione interna | guardaroba | terrazza |portinaio mezza giornata | sistema televisivo centralizzato |arredato| cantina | giardino condiviso |infissi esterni in doppio vetro / pvc,4,no,NA,125,1970,buone condizioni /vivibile,ponte nuovo,3,centralizzato,c
0,1,430000,152,3,sì,4,videocitofono | porta di sicurezza | esposizione interna | terrazza | terrazza | sistema televisivo centralizzato | cantina | giardino condiviso |infissi esterni in doppio vetro / metallo,7,no,disponibile,NA,2021,nuovo / in costruzione,san vittore,4,centralizzato,a
0,1,360000,80,1,sì,2,caminetto | porta di sicurezza | esposizione esterna | terrazza | terrazza |portinaio tutto il giorno |arredato|infissi esterni in doppio vetro / legno,8,no,disponibile,200,1950,buone condizioni /vivibile,giambellino,8,centralizzato,g
0,1,265000,76,1,sì,2,cancello elettrico | fibra ottica | videocitofono | porta di sicurezza | terrazza | sistema televisivo centralizzato | cantina | giardino condiviso | infissi in vetro/ legno | doppia esposizione,6,no,disponibile,122,1960,buone condizioni /vivibile,turro,6,centralizzato,g
0,1,230000,50,1,sì,2,cancello elettrico | fibra ottica | esposizione interna | terrazza |portinaio mezza giornata | sistema televisivo centralizzato | cantina | infissi in vetro/ legno,8,no,disponibile,150,1965,da restaurare,san siro,2,centralizzato,g
0,1,1180000,95,1,sì,3,cancello elettrico | fibra ottica | porta di sicurezza | terrazza |portinaio mezza giornata | sistema televisivo centralizzato | cantina |infissi esterni in doppio vetro / metallo | doppia esposizione,5,no,disponibile,3500,1950,eccellente / restaurato,borgogna - largo augusto,2,centralizzato,e
0,1,310000,93,2,sì,3,terrazza | terrazza | impianto televisivo unico | cantina,2,1 in garage/box,disponibile,nessun costo condominiale,NA,nuovo / in costruzione,quinto romano,2,indipendente,a
0,1,1040000,136,2,sì,3,cancello elettrico | fibra ottica | videocitofono | porta di sicurezza | esposizione esterna | terrazza | terrazza |portinaio tutto il giorno | sistema televisivo centralizzato |infissi esterni in doppio vetro / pvc,6,no,disponibile dal 31/12/2024,400,1960,buone condizioni /vivibile,cenisio,4,centralizzato,g
0,1,390000,80,1,no,3,cancello elettrico | fibra ottica | videocitofono | sistema d'allarme | porta di sicurezza | esposizione esterna | guardaroba | terrazza | terrazza | impianto tv con parabola satellitare |infissi esterni in doppio vetro / metallo,4,no,disponibile,1,1970,eccellente / restaurato,precotto,3,centralizzato,d
0,1,395000,100,1,sì,3,attico | fibra ottica | videocitofono | guardaroba | terrazza | sistema televisivo centralizzato | parzialmente arredato| cantina | infissi in vetro/ legno | doppia esposizione,8,no,disponibile,280,1960,da restaurare,ghisolfa - mac mahon,8,centralizzato,e
0,1,240000,55,1,no,2,cancello elettrico | taverna | fibra ottica | videocitofono | sistema d'allarme | porta di sicurezza | guardaroba | sistema televisivo centralizzato |arredato| cantina |infissi esterni in doppio vetro / metallo | doppia esposizione,5,no,disponibile,100,1960,eccellente / restaurato,citt√† studi,1,indipendente,e
0,1,475000,130,2,sì,4,cancello elettrico | caminetto | fibra ottica | videocitofono | sistema d'allarme | porta di sicurezza | guardaroba | terrazza |portinaio mezza giornata | sistema televisivo centralizzato | parzialmente arredato| cantina | giardino condiviso | infissi in vetro/ metallo | doppia esposizione,14,no,disponibile,290,1976,eccellente / restaurato,niguarda,1,centralizzato,f
0,1,525000,125,2,no,2,cancello elettrico | fibra ottica | videocitofono | porta di sicurezza | terrazza | sistema televisivo centralizzato | parzialmente arredato|infissi esterni in doppio vetro / metallo | doppia esposizione,2,1 in garage/box,NA,42,NA,eccellente / restaurato,viale ungheria - mecenate,piano terra,indipendente,c
0,1,299000,70,1,sì,3,cancello elettrico | videocitofono | porta di sicurezza | terrazza |portinaio tutto il giorno | impianto televisivo unico | cantina |infissi esterni in doppio vetro / pvc | doppia esposizione,5,1 in parcheggio condiviso,disponibile,115,1960,eccellente / restaurato,san siro,1,centralizzato,e
0,1,395000,76,1,sì,2,cancello elettrico | fibra ottica | videocitofono | sistema d'allarme | porta di sicurezza | esposizione esterna | terrazza |portinaio tutto il giorno | sistema televisivo centralizzato | cantina | giardino condiviso | window frames in triple glass / pvc,5,1 in garage/box,disponibile,nessun costo condominiale,2023,nuovo / in costruzione,gorla,1,centralizzato,a
0,1,655000,130,2,sì,4,cancello elettrico | fibra ottica | videocitofono | sistema d'allarme | porta di sicurezza | esposizione interna | guardaroba | terrazza | sistema televisivo centralizzato | parzialmente arredato| cantina |infissi esterni in doppio vetro / legno,6,1 in garage/box,disponibile,200,2019,eccellente / restaurato,villa san giovanni,4,centralizzato,a
0,1,220000,46,1,no,1,porta di sicurezza | esposizione esterna | sistema televisivo centralizzato |infissi esterni in doppio vetro / metallo,2,no,disponibile,50,1970,eccellente / restaurato,vigentino - fatima,piano terra,indipendente,f
0,1,420000,85,2,sì,4,cancello elettrico | fibra ottica | videocitofono | porta di sicurezza | esposizione esterna | guardaroba |portinaio mezza giornata | sistema televisivo centralizzato |arredato| cantina | giardino condiviso |infissi esterni in doppio vetro / pvc,8,no,disponibile,100,1965,eccellente / restaurato,cascina dei pomi,piano terra,centralizzato,g
0,1,185000,62,1,no,2,cancello elettrico | fibra ottica | videocitofono | porta di sicurezza | impianto televisivo unico | giardino condiviso |infissi esterni in doppio vetro / legno | doppia esposizione,1 piano,no,NA,42,2023,nuovo / in costruzione,bovisasca,piano terra,indipendente,a
0,1,475000,120,2,sì,4,terrazza | sistema televisivo centralizzato | cantina,7,1 in garage/box,disponibile,292,1965,da restaurare,primaticcio,4,centralizzato,d
0,1,485000,96,2,sì,3,cancello elettrico | fibra ottica | videocitofono | porta di sicurezza | esposizione interna | terrazza |portinaio tutto il giorno | sistema televisivo centralizzato | cantina | giardino condiviso |infissi esterni in doppio vetro / metallo,5,no,disponibile,NA,2023,nuovo / in costruzione,crescenzago,1,centralizzato,a
0,1,1445000,205,3,sì,5,fibra ottica | videocitofono | porta di sicurezza |portinaio tutto il giorno | sistema televisivo centralizzato | parzialmente arredato| cantina | giardino condiviso |infissi esterni in doppio vetro / legno | doppia esposizione,8,no,disponibile,830,NA,eccellente / restaurato,pagano,1,centralizzato,g
0,1,268200,86,1,sì,2,cancello elettrico | fibra ottica | videocitofono | porta di sicurezza | esposizione esterna | terrazza |portinaio tutto il giorno | sistema televisivo centralizzato | giardino condiviso | infissi in vetro/ legno,8,no,disponibile,NA,1968,da restaurare,bologna - sulmona,2,centralizzato,e
